"Round21163","Time: 17:29:47","NumberOfPlayers: 11295","TotalBet: 169978.72","TotalWinning: 4224.07","OnCash: 1.12"
"Round21164","Time: 17:30:05","NumberOfPlayers: 9842","TotalBet: 149718.10","TotalWinning: 399076.57","OnCash: 7.05"
"Round21165","Time: 17:30:36","NumberOfPlayers: 11328","TotalBet: 176795.83","TotalWinning: 375787.99","OnCash: 5.31"
"Round21166","Time: 17:31:05","NumberOfPlayers: 11064","TotalBet: 160184.84","TotalWinning: 532186.9","OnCash: 20.95"
"Round21167","Time: 17:31:49","NumberOfPlayers: 11214","TotalBet: 158831.94","TotalWinning: 32500.53","OnCash: 2.25"
"Round21168","Time: 17:32:13","NumberOfPlayers: 9970","TotalBet: 160884.65","TotalWinning: 365265.04","OnCash: 5.99"
"Round21169","Time: 17:32:42","NumberOfPlayers: 11417","TotalBet: 181329.82","TotalWinning: 29920.7","OnCash: 1.61"
"Round21170","Time: 17:33:03","NumberOfPlayers: 11417","TotalBet: 173111.29","TotalWinning: 33494.53","OnCash: 1.04"
"Round21171","Time: 17:33:20","NumberOfPlayers: 9776","TotalBet: 153220.93","TotalWinning: 5577.45","OnCash: 1.34"
"Round21172","Time: 17:33:40","NumberOfPlayers: 9942","TotalBet: 162188.26","TotalWinning: 451128.02","OnCash: 8.92"
"Round21173","Time: 17:34:13","NumberOfPlayers: 12362","TotalBet: 191191.74","TotalWinning: 281323.23","OnCash: 4.08"
"Round21174","Time: 17:34:40","NumberOfPlayers: 11643","TotalBet: 176066.89","TotalWinning: 186508.69","OnCash: 3.49"
"Round21175","Time: 17:35:05","NumberOfPlayers: 11643","TotalBet: 188009.25","TotalWinning: 247443.62","OnCash: 1"
"Round21176","Time: 17:35:21","NumberOfPlayers: 10819","TotalBet: 182315.46","TotalWinning: 381558.52","OnCash: 5.63"
"Round21177","Time: 17:35:50","NumberOfPlayers: 12586","TotalBet: 199804.09","TotalWinning: 79670.68","OnCash: 2.35"
"Round21178","Time: 17:36:13","NumberOfPlayers: 12203","TotalBet: 203064.91","TotalWinning: 24288.7","OnCash: 1.76"
"Round21179","Time: 17:36:35","NumberOfPlayers: 11281","TotalBet: 176000.79","TotalWinning: 14887.03","OnCash: 1.64"
"Round21180","Time: 17:36:56","NumberOfPlayers: 11403","TotalBet: 192807.17","TotalWinning: 394345.26","OnCash: 5.02"
"Round21181","Time: 17:37:24","NumberOfPlayers: 12889","TotalBet: 196644.45","TotalWinning: 598992.78","OnCash: 9.08"
"Round21182","Time: 17:37:58","NumberOfPlayers: 12364","TotalBet: 181883.87","TotalWinning: 23797.8","OnCash: 2.06"
"Round21183","Time: 17:38:20","NumberOfPlayers: 11126","TotalBet: 167174.19","TotalWinning: 17483.16","OnCash: 1.64"
"Round21184","Time: 17:38:41","NumberOfPlayers: 10755","TotalBet: 165916.93","TotalWinning: 165486.34","OnCash: 3.19"
"Round21185","Time: 17:39:06","NumberOfPlayers: 13231","TotalBet: 214342.86","TotalWinning: 10374.65","OnCash: 1.31"
"Round21186","Time: 17:39:26","NumberOfPlayers: 11665","TotalBet: 187057.40","TotalWinning: 520300.54","OnCash: 7.96"
"Round21187","Time: 17:39:58","NumberOfPlayers: 13336","TotalBet: 209654.10","TotalWinning: 48111.45","OnCash: 1.77"
"Round21188","Time: 17:40:20","NumberOfPlayers: 12304","TotalBet: 199777.29","TotalWinning: 7102.59","OnCash: 1.25"
"Round21189","Time: 17:40:39","NumberOfPlayers: 11488","TotalBet: 182637.42","TotalWinning: 13075.7","OnCash: 1.37"
"Round21190","Time: 17:40:58","NumberOfPlayers: 11586","TotalBet: 187198.45","TotalWinning: 360674.19","OnCash: 4.78"
"Round21191","Time: 17:41:26","NumberOfPlayers: 13487","TotalBet: 204357.40","TotalWinning: 4591.06","OnCash: 1.08"
"Round21192","Time: 17:41:44","NumberOfPlayers: 11992","TotalBet: 191013.37","TotalWinning: 403180.08","OnCash: 5.12"
"Round21193","Time: 17:42:13","NumberOfPlayers: 10532","TotalBet: 153741.89","TotalWinning: 438812.77","OnCash: 11.84"
"Round21194","Time: 17:42:49","NumberOfPlayers: 12368","TotalBet: 180420.78","TotalWinning: 701610.49","OnCash: 26.99"
"Round21195","Time: 17:43:37","NumberOfPlayers: 12100","TotalBet: 192318.56","TotalWinning: 65349.51","OnCash: 2.35"
"Round21196","Time: 17:44:00","NumberOfPlayers: 10393","TotalBet: 175367.46","TotalWinning: 12174.4","OnCash: 1.38"
"Round21197","Time: 17:44:20","NumberOfPlayers: 9614","TotalBet: 152569.95","TotalWinning: 31067.53","OnCash: 1.62"
"Round21198","Time: 17:44:40","NumberOfPlayers: 11172","TotalBet: 188411.24","TotalWinning: 27353.84","OnCash: 1.45"
"Round21199","Time: 17:45:00","NumberOfPlayers: 11340","TotalBet: 203959.89","TotalWinning: 96252.07","OnCash: 2.29"
"Round21200","Time: 17:45:23","NumberOfPlayers: 10957","TotalBet: 200997.48","TotalWinning: 287245.75","OnCash: 3.83"
"Round21201","Time: 17:45:49","NumberOfPlayers: 10957","TotalBet: 229881.46","TotalWinning: 354321.67","OnCash: 1.08"
"Round21202","Time: 17:46:07","NumberOfPlayers: 12079","TotalBet: 212214.59","TotalWinning: 60320.61","OnCash: 1.96"
"Round21203","Time: 17:46:29","NumberOfPlayers: 12751","TotalBet: 227682.18","TotalWinning: 42104.24","OnCash: 1.71"
"Round21204","Time: 17:46:50","NumberOfPlayers: 12940","TotalBet: 239838.25","TotalWinning: 209194.2","OnCash: 2.76"
"Round21205","Time: 17:47:14","NumberOfPlayers: 13558","TotalBet: 255297.58","TotalWinning: 289815.6","OnCash: 3.15"
"Round21206","Time: 17:47:39","NumberOfPlayers: 13254","TotalBet: 219526.66","TotalWinning: 609203.97","OnCash: 9.62"
"Round21207","Time: 17:48:13","NumberOfPlayers: 13010","TotalBet: 193073.52","TotalWinning: 27377.52","OnCash: 1.68"
"Round21208","Time: 17:48:34","NumberOfPlayers: 11807","TotalBet: 194293.00","TotalWinning: 212425.18","OnCash: 3.32"
"Round21209","Time: 17:48:59","NumberOfPlayers: 13310","TotalBet: 216930.56","TotalWinning: 10917.58","OnCash: 1.32"
"Round21210","Time: 17:49:19","NumberOfPlayers: 13310","TotalBet: 210194.41","TotalWinning: 20722.25","OnCash: 1.03"
"Round21211","Time: 17:49:36","NumberOfPlayers: 12178","TotalBet: 208197.31","TotalWinning: 16273.85","OnCash: 1.42"
"Round21212","Time: 17:49:55","NumberOfPlayers: 11966","TotalBet: 233510.16","TotalWinning: 25101.13","OnCash: 1.59"
"Round21213","Time: 17:50:16","NumberOfPlayers: 12197","TotalBet: 251944.95","TotalWinning: 90396.73","OnCash: 1.87"
"Round21214","Time: 17:50:38","NumberOfPlayers: 12767","TotalBet: 258848.35","TotalWinning: 666069.22","OnCash: 9.77"
"Round21215","Time: 17:51:12","NumberOfPlayers: 11653","TotalBet: 200548.65","TotalWinning: 16846.96","OnCash: 1.52"
"Round21216","Time: 17:51:33","NumberOfPlayers: 11540","TotalBet: 219962.53","TotalWinning: 242105.63","OnCash: 3.15"
"Round21217","Time: 17:51:58","NumberOfPlayers: 12545","TotalBet: 214364.93","TotalWinning: 84879.72","OnCash: 2.11"
"Round21218","Time: 17:52:21","NumberOfPlayers: 12468","TotalBet: 206534.94","TotalWinning: 2975.73","OnCash: 1.21"
"Round21219","Time: 17:52:39","NumberOfPlayers: 11021","TotalBet: 206501.47","TotalWinning: 404274.51","OnCash: 4.69"
"Round21220","Time: 17:53:07","NumberOfPlayers: 13281","TotalBet: 225380.80","TotalWinning: 579636.18","OnCash: 9.96"
"Round21221","Time: 17:53:42","NumberOfPlayers: 12865","TotalBet: 205298.81","TotalWinning: 482584.42","OnCash: 6.14"
"Round21222","Time: 17:54:12","NumberOfPlayers: 12500","TotalBet: 193602.80","TotalWinning: 16697.8","OnCash: 1.5"
"Round21223","Time: 17:54:32","NumberOfPlayers: 10522","TotalBet: 173597.02","TotalWinning: 16858.43","OnCash: 1.55"
"Round21224","Time: 17:54:52","NumberOfPlayers: 10994","TotalBet: 191598.62","TotalWinning: 222140.4","OnCash: 3.12"
"Round21225","Time: 17:55:17","NumberOfPlayers: 13439","TotalBet: 218747.33","TotalWinning: 108005.6","OnCash: 2.33"
"Round21226","Time: 17:55:41","NumberOfPlayers: 13225","TotalBet: 222505.61","TotalWinning: 14053.6","OnCash: 1.33"
"Round21227","Time: 17:56:00","NumberOfPlayers: 12106","TotalBet: 208135.18","TotalWinning: 16656.79","OnCash: 1.34"
"Round21228","Time: 17:56:20","NumberOfPlayers: 12065","TotalBet: 220998.90","TotalWinning: 17311.88","OnCash: 1.41"
"Round21229","Time: 17:56:39","NumberOfPlayers: 12164","TotalBet: 242533.95","TotalWinning: 84074.33","OnCash: 1.89"
"Round21230","Time: 17:57:01","NumberOfPlayers: 13053","TotalBet: 256516.16","TotalWinning: 56488.77","OnCash: 1.78"
"Round21231","Time: 17:57:22","NumberOfPlayers: 12734","TotalBet: 264052.28","TotalWinning: 132495.84","OnCash: 2.56"
"Round21232","Time: 17:57:46","NumberOfPlayers: 13557","TotalBet: 261006.63","TotalWinning: 868382.69","OnCash: 18.59"
"Round21233","Time: 17:58:28","NumberOfPlayers: 11856","TotalBet: 183687.03","TotalWinning: 564783.8","OnCash: 9.74"
"Round21234","Time: 17:59:02","NumberOfPlayers: 12344","TotalBet: 190813.84","TotalWinning: 113897.94","OnCash: 2.66"
"Round21235","Time: 17:59:26","NumberOfPlayers: 11451","TotalBet: 186114.74","TotalWinning: 167990.56","OnCash: 3.01"
"Round21236","Time: 17:59:51","NumberOfPlayers: 11451","TotalBet: 213292.81","TotalWinning: 221659.41","OnCash: 1.02"
"Round21237","Time: 18:00:08","NumberOfPlayers: 10861","TotalBet: 195075.05","TotalWinning: 5287.17","OnCash: 1.12"
"Round21238","Time: 18:00:25","NumberOfPlayers: 9087","TotalBet: 149788.67","TotalWinning: 154681.83","OnCash: 3.33"
"Round21239","Time: 18:00:50","NumberOfPlayers: 13814","TotalBet: 241775.18","TotalWinning: 23192.75","OnCash: 1.45"
"Round21240","Time: 18:01:11","NumberOfPlayers: 12453","TotalBet: 222090.16","TotalWinning: 482855.08","OnCash: 6.01"
"Round21241","Time: 18:01:41","NumberOfPlayers: 13254","TotalBet: 181746.45","TotalWinning: 240965.87","OnCash: 3.65"
"Round21242","Time: 18:02:07","NumberOfPlayers: 12617","TotalBet: 197606.85","TotalWinning: 6425.81","OnCash: 1.4"
"Round21243","Time: 18:02:27","NumberOfPlayers: 11704","TotalBet: 183854.19","TotalWinning: 52154.93","OnCash: 1.92"
"Round21244","Time: 18:02:48","NumberOfPlayers: 12919","TotalBet: 216255.67","TotalWinning: 441135.48","OnCash: 4.96"
"Round21245","Time: 18:03:17","NumberOfPlayers: 11997","TotalBet: 187332.02","TotalWinning: 15924.29","OnCash: 1.39"
"Round21246","Time: 18:03:37","NumberOfPlayers: 12660","TotalBet: 198400.53","TotalWinning: 22380.2","OnCash: 1.82"
"Round21247","Time: 18:03:58","NumberOfPlayers: 13071","TotalBet: 229384.14","TotalWinning: 75461.98","OnCash: 1.93"
"Round21248","Time: 18:04:20","NumberOfPlayers: 13621","TotalBet: 252694.87","TotalWinning: 541519.31","OnCash: 5.86"
"Round21249","Time: 18:04:50","NumberOfPlayers: 13621","TotalBet: 194631.63","TotalWinning: 611564.66","OnCash: 1.03"
"Round21250","Time: 18:05:06","NumberOfPlayers: 11894","TotalBet: 184823.85","TotalWinning: 184236.88","OnCash: 3.08"
"Round21251","Time: 18:05:31","NumberOfPlayers: 11279","TotalBet: 184443.32","TotalWinning: 224216.91","OnCash: 3.38"
"Round21252","Time: 18:05:57","NumberOfPlayers: 13493","TotalBet: 216209.59","TotalWinning: 67929.3","OnCash: 2.11"
"Round21253","Time: 18:06:20","NumberOfPlayers: 13540","TotalBet: 220884.35","TotalWinning: 239856.35","OnCash: 3.33"
"Round21254","Time: 18:06:45","NumberOfPlayers: 13540","TotalBet: 196554.33","TotalWinning: 315440.84","OnCash: 1.02"
"Round21255","Time: 18:07:02","NumberOfPlayers: 13051","TotalBet: 225178.35","TotalWinning: 12108.49","OnCash: 1.49"
"Round21256","Time: 18:07:22","NumberOfPlayers: 12047","TotalBet: 205511.06","TotalWinning: 287065.75","OnCash: 3.96"
"Round21257","Time: 18:07:48","NumberOfPlayers: 12047","TotalBet: 231459.64","TotalWinning: 334143.31","OnCash: 1.02"
"Round21258","Time: 18:08:05","NumberOfPlayers: 12996","TotalBet: 195278.40","TotalWinning: 1349.77","OnCash: 1.01"
"Round21259","Time: 18:08:21","NumberOfPlayers: 12144","TotalBet: 230578.81","TotalWinning: 18757.26","OnCash: 1.55"
"Round21260","Time: 18:08:42","NumberOfPlayers: 10493","TotalBet: 224272.19","TotalWinning: 482182.14","OnCash: 5.74"
"Round21261","Time: 18:09:11","NumberOfPlayers: 13016","TotalBet: 233474.67","TotalWinning: 1687.98","OnCash: 1.05"
"Round21262","Time: 18:09:28","NumberOfPlayers: 11558","TotalBet: 197749.14","TotalWinning: 157269.56","OnCash: 2.62"
"Round21263","Time: 18:09:52","NumberOfPlayers: 11558","TotalBet: 207827.19","TotalWinning: 179321.05","OnCash: 1.2"
"Round21264","Time: 18:10:10","NumberOfPlayers: 9713","TotalBet: 179310.03","TotalWinning: 469535.08","OnCash: 7.37"
"Round21265","Time: 18:10:42","NumberOfPlayers: 10515","TotalBet: 179435.34","TotalWinning: 402971.3","OnCash: 5.53"
"Round21266","Time: 18:11:11","NumberOfPlayers: 10515","TotalBet: 149421.88","TotalWinning: 435055.56","OnCash: 1.03"
"Round21267","Time: 18:11:28","NumberOfPlayers: 10922","TotalBet: 178607.47","TotalWinning: 135500.27","OnCash: 2.86"
"Round21268","Time: 18:11:53","NumberOfPlayers: 12620","TotalBet: 204183.07","TotalWinning: 2861.07","OnCash: 1.12"
"Round21269","Time: 18:12:10","NumberOfPlayers: 11361","TotalBet: 195771.71","TotalWinning: 4151.54","OnCash: 1.14"
"Round21270","Time: 18:12:28","NumberOfPlayers: 10803","TotalBet: 188789.56","TotalWinning: 329859.7","OnCash: 3.77"
"Round21271","Time: 18:12:55","NumberOfPlayers: 12296","TotalBet: 207376.65","TotalWinning: 33745.44","OnCash: 1.68"
"Round21272","Time: 18:13:16","NumberOfPlayers: 11538","TotalBet: 214451.78","TotalWinning: 19725.74","OnCash: 1.47"
"Round21273","Time: 18:13:36","NumberOfPlayers: 11242","TotalBet: 204181.50","TotalWinning: 182392.37","OnCash: 2.64"
"Round21274","Time: 18:14:00","NumberOfPlayers: 10963","TotalBet: 185836.35","TotalWinning: 61175.35","OnCash: 2.19"
"Round21275","Time: 18:14:22","NumberOfPlayers: 10915","TotalBet: 182764.97","TotalWinning: 490550.94","OnCash: 29.75"
"Round21276","Time: 18:15:12","NumberOfPlayers: 12081","TotalBet: 174417.72","TotalWinning: 14592.53","OnCash: 1.37"
"Round21277","Time: 18:15:32","NumberOfPlayers: 8354","TotalBet: 127738.66","TotalWinning: 363572.84","OnCash: 8.84"
"Round21278","Time: 18:16:05","NumberOfPlayers: 8354","TotalBet: 172585.88","TotalWinning: 378780.39","OnCash: 1.07"
"Round21279","Time: 18:16:22","NumberOfPlayers: 9729","TotalBet: 163146.60","TotalWinning: 2967.76","OnCash: 1.38"
"Round21280","Time: 18:16:41","NumberOfPlayers: 10327","TotalBet: 178794.58","TotalWinning: 212252.1","OnCash: 3.09"
"Round21281","Time: 18:17:06","NumberOfPlayers: 11502","TotalBet: 199117.00","TotalWinning: 12100.88","OnCash: 1.23"
"Round21282","Time: 18:17:25","NumberOfPlayers: 9346","TotalBet: 149058.08","TotalWinning: 25030.8","OnCash: 1.55"
"Round21283","Time: 18:17:46","NumberOfPlayers: 11435","TotalBet: 191095.29","TotalWinning: 105045.86","OnCash: 2.38"
"Round21284","Time: 18:18:09","NumberOfPlayers: 10950","TotalBet: 186643.87","TotalWinning: 36501.56","OnCash: 1.6"
"Round21285","Time: 18:18:30","NumberOfPlayers: 10804","TotalBet: 181809.12","TotalWinning: 182726.61","OnCash: 2.84"
"Round21286","Time: 18:18:54","NumberOfPlayers: 11646","TotalBet: 188549.05","TotalWinning: 27142.28","OnCash: 1.39"
"Round21287","Time: 18:19:14","NumberOfPlayers: 11030","TotalBet: 194311.36","TotalWinning: 172305","OnCash: 2.7"
"Round21288","Time: 18:19:38","NumberOfPlayers: 11583","TotalBet: 197481.05","TotalWinning: 22698.59","OnCash: 1.44"
"Round21289","Time: 18:19:58","NumberOfPlayers: 10981","TotalBet: 204793.22","TotalWinning: 243716.82","OnCash: 3.03"
"Round21290","Time: 18:20:23","NumberOfPlayers: 11139","TotalBet: 194140.36","TotalWinning: 40762.21","OnCash: 1.58"
"Round21291","Time: 18:20:43","NumberOfPlayers: 9280","TotalBet: 158312.65","TotalWinning: 793.18","OnCash: 1.09"
"Round21292","Time: 18:21:01","NumberOfPlayers: 9280","TotalBet: 183511.10","TotalWinning: 5679.09","OnCash: 1"
"Round21293","Time: 18:21:16","NumberOfPlayers: 0","TotalBet: 211425.36","TotalWinning: 0","OnCash: 1.06"
"Round21294","Time: 18:21:34","NumberOfPlayers: 8698","TotalBet: 184289.06","TotalWinning: 269613.67","OnCash: 3.61"
"Round21295","Time: 18:21:59","NumberOfPlayers: 10280","TotalBet: 192368.78","TotalWinning: 196670.58","OnCash: 3"
"Round21296","Time: 18:22:24","NumberOfPlayers: 10153","TotalBet: 174495.15","TotalWinning: 342525.02","OnCash: 4.69"
"Round21297","Time: 18:22:52","NumberOfPlayers: 10046","TotalBet: 167656.20","TotalWinning: 35879.79","OnCash: 1.89"
"Round21298","Time: 18:23:14","NumberOfPlayers: 9395","TotalBet: 159324.34","TotalWinning: 42241.28","OnCash: 1.57"
"Round21299","Time: 18:23:34","NumberOfPlayers: 9239","TotalBet: 169829.19","TotalWinning: 90668.11","OnCash: 2.16"
"Round21300","Time: 18:23:57","NumberOfPlayers: 9239","TotalBet: 202105.39","TotalWinning: 101398.6","OnCash: 1.02"
"Round21301","Time: 18:24:14","NumberOfPlayers: 9188","TotalBet: 184829.16","TotalWinning: 155592.93","OnCash: 2.86"
"Round21302","Time: 18:24:38","NumberOfPlayers: 9188","TotalBet: 209852.30","TotalWinning: 203648.78","OnCash: 1.01"
"Round21303","Time: 18:24:54","NumberOfPlayers: 9313","TotalBet: 182451.84","TotalWinning: 49950.44","OnCash: 2.06"
"Round21304","Time: 18:25:17","NumberOfPlayers: 9287","TotalBet: 195304.24","TotalWinning: 185504.97","OnCash: 2.55"
"Round21305","Time: 18:25:40","NumberOfPlayers: 9451","TotalBet: 185695.88","TotalWinning: 292863.23","OnCash: 4.08"
"Round21306","Time: 18:26:07","NumberOfPlayers: 9617","TotalBet: 162341.06","TotalWinning: 3971.94","OnCash: 1.16"
"Round21307","Time: 18:26:25","NumberOfPlayers: 0","TotalBet: 150104.19","TotalWinning: 0","OnCash: 1.01"
"Round21308","Time: 18:26:42","NumberOfPlayers: 8438","TotalBet: 162608.43","TotalWinning: 190239.03","OnCash: 3.17"
"Round21309","Time: 18:27:07","NumberOfPlayers: 9525","TotalBet: 168616.91","TotalWinning: 525234.89","OnCash: 11.92"
"Round21310","Time: 18:27:43","NumberOfPlayers: 9137","TotalBet: 137038.46","TotalWinning: 407770.26","OnCash: 10.17"
"Round21311","Time: 18:28:18","NumberOfPlayers: 9235","TotalBet: 144880.78","TotalWinning: 234106.21","OnCash: 4.02"
"Round21312","Time: 18:28:45","NumberOfPlayers: 8839","TotalBet: 139205.49","TotalWinning: 6121.27","OnCash: 1.27"
"Round21313","Time: 18:29:04","NumberOfPlayers: 7201","TotalBet: 122652.91","TotalWinning: 102314.52","OnCash: 2.77"
"Round21314","Time: 18:29:28","NumberOfPlayers: 9285","TotalBet: 145951.60","TotalWinning: 373993.69","OnCash: 8.71"
"Round21315","Time: 18:30:01","NumberOfPlayers: 10143","TotalBet: 146246.67","TotalWinning: 159552.31","OnCash: 3.15"
"Round21316","Time: 18:30:26","NumberOfPlayers: 8513","TotalBet: 127647.80","TotalWinning: 3619.7","OnCash: 1.12"
"Round21317","Time: 18:30:44","NumberOfPlayers: 8024","TotalBet: 129311.36","TotalWinning: 219247.61","OnCash: 3.68"
"Round21318","Time: 18:31:10","NumberOfPlayers: 9534","TotalBet: 134486.33","TotalWinning: 127361.01","OnCash: 2.53"
"Round21319","Time: 18:31:34","NumberOfPlayers: 10169","TotalBet: 154327.70","TotalWinning: 41653.83","OnCash: 1.73"
"Round21320","Time: 18:31:55","NumberOfPlayers: 9438","TotalBet: 145688.15","TotalWinning: 50839.17","OnCash: 2.02"
"Round21321","Time: 18:32:17","NumberOfPlayers: 10492","TotalBet: 162768.05","TotalWinning: 34267.88","OnCash: 1.81"
"Round21322","Time: 18:32:39","NumberOfPlayers: 10230","TotalBet: 171741.31","TotalWinning: 165622.83","OnCash: 2.82"
"Round21323","Time: 18:33:03","NumberOfPlayers: 10852","TotalBet: 174099.46","TotalWinning: 58091.17","OnCash: 2.05"
"Round21324","Time: 18:33:26","NumberOfPlayers: 10228","TotalBet: 170156.96","TotalWinning: 499111.99","OnCash: 15.96"
"Round21325","Time: 18:34:06","NumberOfPlayers: 9936","TotalBet: 134103.16","TotalWinning: 11354.08","OnCash: 1.51"
"Round21326","Time: 18:34:26","NumberOfPlayers: 9832","TotalBet: 152925.17","TotalWinning: 163219.24","OnCash: 2.83"
"Round21327","Time: 18:34:51","NumberOfPlayers: 10917","TotalBet: 159726.83","TotalWinning: 62859.97","OnCash: 2.13"
"Round21328","Time: 18:35:14","NumberOfPlayers: 9165","TotalBet: 128055.92","TotalWinning: 86420.74","OnCash: 2.47"
"Round21329","Time: 18:35:37","NumberOfPlayers: 11075","TotalBet: 161570.76","TotalWinning: 38284.48","OnCash: 1.74"
"Round21330","Time: 18:35:58","NumberOfPlayers: 10317","TotalBet: 159755.37","TotalWinning: 389442.24","OnCash: 7.49"
"Round21331","Time: 18:36:30","NumberOfPlayers: 11189","TotalBet: 151811.99","TotalWinning: 11912.37","OnCash: 1.38"
"Round21332","Time: 18:36:49","NumberOfPlayers: 10356","TotalBet: 154150.54","TotalWinning: 25395.72","OnCash: 1.58"
"Round21333","Time: 18:37:10","NumberOfPlayers: 8079","TotalBet: 132689.60","TotalWinning: 84904.09","OnCash: 2.25"
"Round21334","Time: 18:37:33","NumberOfPlayers: 11697","TotalBet: 199016.59","TotalWinning: 482030.67","OnCash: 13.8"
"Round21335","Time: 18:38:12","NumberOfPlayers: 11290","TotalBet: 158585.94","TotalWinning: 445.65","OnCash: 1.04"
"Round21336","Time: 18:38:28","NumberOfPlayers: 9797","TotalBet: 155664.61","TotalWinning: 57189.44","OnCash: 1.99"
"Round21337","Time: 18:38:50","NumberOfPlayers: 11227","TotalBet: 183149.89","TotalWinning: 30060.8","OnCash: 1.42"
"Round21338","Time: 18:39:10","NumberOfPlayers: 9428","TotalBet: 164009.76","TotalWinning: 21412.1","OnCash: 1.49"
"Round21339","Time: 18:39:30","NumberOfPlayers: 10631","TotalBet: 193007.46","TotalWinning: 478231.77","OnCash: 7.28"
"Round21340","Time: 18:40:02","NumberOfPlayers: 11459","TotalBet: 172222.51","TotalWinning: 3829.92","OnCash: 1.13"
"Round21341","Time: 18:40:20","NumberOfPlayers: 9937","TotalBet: 152584.58","TotalWinning: 44773.54","OnCash: 1.72"
"Round21342","Time: 18:40:41","NumberOfPlayers: 9343","TotalBet: 164757.26","TotalWinning: 344144.91","OnCash: 5.32"
"Round21343","Time: 18:41:10","NumberOfPlayers: 10857","TotalBet: 168456.75","TotalWinning: 21974.49","OnCash: 1.41"
"Round21344","Time: 18:41:29","NumberOfPlayers: 9825","TotalBet: 150763.80","TotalWinning: 35460.72","OnCash: 1.64"
"Round21345","Time: 18:41:50","NumberOfPlayers: 10802","TotalBet: 194053.21","TotalWinning: 541.89","OnCash: 1.15"
"Round21346","Time: 18:42:08","NumberOfPlayers: 8757","TotalBet: 154827.88","TotalWinning: 435265.35","OnCash: 15.11"
"Round21347","Time: 18:42:48","NumberOfPlayers: 10301","TotalBet: 162080.70","TotalWinning: 19768.9","OnCash: 1.32"
"Round21348","Time: 18:43:07","NumberOfPlayers: 9130","TotalBet: 152706.55","TotalWinning: 10820.62","OnCash: 1.32"
"Round21349","Time: 18:43:26","NumberOfPlayers: 9202","TotalBet: 161456.86","TotalWinning: 162167.04","OnCash: 2.75"
"Round21350","Time: 18:43:50","NumberOfPlayers: 10465","TotalBet: 184344.58","TotalWinning: 22171.5","OnCash: 1.48"
"Round21351","Time: 18:44:10","NumberOfPlayers: 9691","TotalBet: 171251.92","TotalWinning: 167601.46","OnCash: 2.61"
"Round21352","Time: 18:44:34","NumberOfPlayers: 10064","TotalBet: 164385.30","TotalWinning: 460014.88","OnCash: 26.3"
"Round21353","Time: 18:45:21","NumberOfPlayers: 8800","TotalBet: 124085.83","TotalWinning: 112951.09","OnCash: 2.87"
"Round21354","Time: 18:45:45","NumberOfPlayers: 8800","TotalBet: 136420.43","TotalWinning: 137849.64","OnCash: 1.07"
"Round21355","Time: 18:46:03","NumberOfPlayers: 7922","TotalBet: 121240.36","TotalWinning: 45638.93","OnCash: 1.87"
"Round21356","Time: 18:46:24","NumberOfPlayers: 9476","TotalBet: 168590.60","TotalWinning: 38255.64","OnCash: 1.51"
"Round21357","Time: 18:46:44","NumberOfPlayers: 9600","TotalBet: 165402.87","TotalWinning: 52944.3","OnCash: 1.79"
"Round21358","Time: 18:47:06","NumberOfPlayers: 9820","TotalBet: 180886.68","TotalWinning: 6943.95","OnCash: 1.22"
"Round21359","Time: 18:47:24","NumberOfPlayers: 9408","TotalBet: 181046.56","TotalWinning: 343869.24","OnCash: 5.04"
"Round21360","Time: 18:47:53","NumberOfPlayers: 10266","TotalBet: 157457.55","TotalWinning: 226957.71","OnCash: 3.38"
"Round21361","Time: 18:48:19","NumberOfPlayers: 9671","TotalBet: 148297.56","TotalWinning: 3911.83","OnCash: 1.14"
"Round21362","Time: 18:48:37","NumberOfPlayers: 8531","TotalBet: 129493.81","TotalWinning: 272486.19","OnCash: 5.61"
"Round21363","Time: 18:49:06","NumberOfPlayers: 9843","TotalBet: 143834.03","TotalWinning: 342097.89","OnCash: 7.42"
"Round21364","Time: 18:49:38","NumberOfPlayers: 9452","TotalBet: 142491.62","TotalWinning: 3324.7","OnCash: 1.11"
"Round21365","Time: 18:49:55","NumberOfPlayers: 8374","TotalBet: 125494.16","TotalWinning: 9248.49","OnCash: 1.25"
"Round21366","Time: 18:50:14","NumberOfPlayers: 8748","TotalBet: 157322.44","TotalWinning: 45155.81","OnCash: 1.58"
"Round21367","Time: 18:50:35","NumberOfPlayers: 9733","TotalBet: 171394.06","TotalWinning: 310095.05","OnCash: 4.18"
"Round21368","Time: 18:51:02","NumberOfPlayers: 10624","TotalBet: 161098.25","TotalWinning: 480135.71","OnCash: 14.79"
"Round21369","Time: 18:51:41","NumberOfPlayers: 9773","TotalBet: 136344.25","TotalWinning: 19878.52","OnCash: 1.37"
"Round21370","Time: 18:52:01","NumberOfPlayers: 8259","TotalBet: 132332.55","TotalWinning: 216405.79","OnCash: 4.04"
"Round21371","Time: 18:52:27","NumberOfPlayers: 0","TotalBet: 147423.84","TotalWinning: 0","OnCash: 1.1"
"Round21372","Time: 18:52:45","NumberOfPlayers: 9179","TotalBet: 147005.05","TotalWinning: 51413.22","OnCash: 2.1"
"Round21373","Time: 18:53:07","NumberOfPlayers: 10571","TotalBet: 184207.30","TotalWinning: 30181.2","OnCash: 1.5"
"Round21374","Time: 18:53:27","NumberOfPlayers: 10571","TotalBet: 167251.76","TotalWinning: 41870.28","OnCash: 1.05"
